역코드,역명,상하행,출구,빠른하차,
744,대림(7),0,"9번출구, 10번출구, 11번출구, 12번출구",5-4,
744,대림(7),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-1,
744,대림(7),1,"9번출구, 10번출구, 11번출구, 12번출구",3-4,
744,대림(7),1,"9번출구, 10번출구, 11번출구, 12번출구",4-1,
744,대림(7),1,"9번출구, 10번출구, 11번출구, 12번출구",5-4,
745,남구로,0,"1번출구, 6번출구",1-1,
745,남구로,0,"2번출구, 3번출구, 4번출구, 5번출구",8-4,
745,남구로,1,"1번출구, 6번출구",8-4,
745,남구로,1,"2번출구, 3번출구, 4번출구, 5번출구",1-1,
746,가산디지털단지(7),0,"1번출구, 2번출구, 3번출구, 4번출구, 7번출구, 8번출구",4-3,
746,가산디지털단지(7),0,"5번출구, 6번출구",6-4,
746,가산디지털단지(7),1,"1번출구, 2번출구, 3번출구, 4번출구, 7번출구, 8번출구",5-1,
746,가산디지털단지(7),1,"5번출구, 6번출구",3-1,
747,철산,0,1번출구,4-1,
747,철산,0,"2번출구, 3번출구",5-4,
747,철산,1,1번출구,5-4,
747,철산,1,2번출구,4-4,
747,철산,1,3번출구,4-1,
748,광명사거리,0,"1번출구, 10번출구",1-1,
748,광명사거리,0,"2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",8-4,
748,광명사거리,1,"1번출구, 10번출구",8-4,
748,광명사거리,1,"2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-1,
749,천왕,0,"2번출구, 3번출구",4-1,
749,천왕,1,"2번출구, 3번출구",5-4,
750,온수(7),0,"1번출구, 3번출구, 7번출구, 8번출구",1-1,
750,온수(7),0,2번출구,4-1,
750,온수(7),0,"4번출구, 5번출구, 6번출구",5-4,
750,온수(7),1,"1번출구, 3번출구, 7번출구, 8번출구",8-4,
750,온수(7),1,2번출구,5-4,
750,온수(7),1,"4번출구, 5번출구, 6번출구",4-1,
751,까치울,0,"1번출구, 2번출구, 3번출구, 4번출구",3-4,
751,까치울,1,"1번출구, 2번출구, 3번출구, 4번출구",6-1,
752,부천종합운동장,0,"1번출구, 2번출구, 3번출구",6-4,
752,부천종합운동장,1,"1번출구, 2번출구, 3번출구",3-1,
753,춘의,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",6-2,
753,춘의,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-3,
754,신중동,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",5-1,
754,신중동,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-4,
755,부천시청,0,"2번출구, 3번출구, 5번출구",4-4,
755,부천시청,1,"2번출구, 3번출구, 5번출구",5-1,
756,상동,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",6-1,
756,상동,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-4,
757,삼산체육관,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",3-2,
757,삼산체육관,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",6-3,
758,굴포천,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 8번출구",6-1,
758,굴포천,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 8번출구",3-4,
759,부평구청(7),0,"1번출구, 2번출구, 6번출구, 7번출구, 8번출구, 9번출구",4-3,
759,부평구청(7),0,"1번출구, 2번출구, 6번출구, 7번출구, 8번출구, 9번출구",4-4,
759,부평구청(7),0,"3번출구, 4번출구, 5번출구",2-4,
759,부평구청(7),1,"1번출구, 2번출구, 6번출구, 7번출구, 8번출구, 9번출구",5-2,
759,부평구청(7),1,"3번출구, 4번출구, 5번출구",7-1,
810,암사,0,"1번출구, 2번출구, 3번출구, 4번출구",2-4,
811,천호(8),0,"1번출구, 2번출구, 3번출구, 4번출구",1-4,
811,천호(8),0,"5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",2-2,
811,천호(8),1,"1번출구, 2번출구, 3번출구, 4번출구",6-1,
811,천호(8),1,"5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",5-3,
812,강동구청,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",3-2,
812,강동구청,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",4-2,
813,몽촌토성,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",2-4,
813,몽촌토성,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",4-4,
814,잠실(8),0,"1번출구, 2번출구, 2-1번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",5-1,
814,잠실(8),0,"9번출구, 10번출구, 11번출구",3-1,
814,잠실(8),1,"1번출구, 2번출구, 2-1번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",2-4,
814,잠실(8),1,"9번출구, 10번출구, 11번출구",4-4,
815,석촌(8),0,"3번출구, 4번출구, 7번출구, 8번출구",4-4,
815,석촌(8),1,"3번출구, 4번출구, 7번출구, 8번출구",3-1,
816,송파,0,"1번출구, 2번출구, 3번출구, 4번출구",3-1,
816,송파,1,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
817,가락시장(8),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",8-4,
817,가락시장(8),0,8번출구,5-1,
817,가락시장(8),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",3-1,
817,가락시장(8),1,8번출구,6-4,
818,문정,0,"1번출구, 3번출구",3-1,
818,문정,1,"1번출구, 3번출구",4-4,
819,장지,0,"2번출구, 3번출구, 4번출구",4-4,
819,장지,1,"2번출구, 3번출구, 4번출구",3-1,
820,복정(8),0,"1번출구, 2번출구, 3번출구, 4번출구",2-4,
820,복정(8),1,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
821,남위례,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",4-1,
821,남위례,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",2-2,
821,남위례,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",5-1,
822,산성,0,"1번출구, 2번출구, 3번출구",6-2,
822,산성,1,"1번출구, 2번출구, 3번출구",1-3,
823,남한산성입구,0,"1번출구, 2번출구, 3번출구, 4번출구",3-1,
823,남한산성입구,1,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
824,단대오거리,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",3-3,
824,단대오거리,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-2,
825,신흥,0,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
825,신흥,1,"1번출구, 2번출구, 3번출구, 4번출구",3-1,
826,수진,0,"1번출구, 2번출구, 3번출구, 4번출구",3-1,
826,수진,1,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
827,모란(8),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구, 12번출구",3-2,
938,중앙보훈병원,0,1번출구,4-4,
938,중앙보훈병원,0,"2번출구, 3번출구",2-2,
937,둔촌오륜,0,"1번출구, 2번출구",2-1,
937,둔촌오륜,1,"1번출구, 2번출구",2-3,
936,올림픽공원(9),0,"1번출구, 2번출구, 3번출구, 4번출구",4-2,
936,올림픽공원(9),1,"1번출구, 2번출구, 3번출구, 4번출구",3-3,
935,한성백제,0,"1번출구, 2번출구, 3번출구, 4번출구",2-1,
935,한성백제,1,"1번출구, 2번출구, 3번출구, 4번출구",3-1,
934,송파나루,0,"1번출구, 2번출구, 3번출구, 4번출구",2-2,
934,송파나루,1,"1번출구, 2번출구, 3번출구, 4번출구",2-3,
933,석촌(9),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-1,
933,석촌(9),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-4,
932,"	
석촌고분",0,"1번출구, 2번출구, 3번출구, 4번출구",2-3,
932,"	
석촌고분",1,"1번출구, 2번출구, 3번출구, 4번출구",2-4,
931,삼전,0,"1번출구, 2번출구, 3번출구, 4번출구",2-4,
931,삼전,1,"1번출구, 2번출구, 3번출구, 4번출구",2-2,
930,"	
종합운동장(9)",0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-4,
930,"	
종합운동장(9)",1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-4,
929,봉은사,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",1-4,
929,봉은사,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-1,
928,삼성중앙,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",2-3,
928,삼성중앙,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",2-1,
927,선정릉(9),0,"1번출구, 2번출구, 3번출구, 4번출구",2-2,
927,선정릉(9),1,"1번출구, 2번출구, 3번출구, 4번출구",3-2,
926,언주,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",2-4,
926,언주,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-1,
926,언주,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",4-4,
925,신논현(9),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 8번출구, 9번출구",1-4,
925,신논현(9),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 8번출구, 9번출구",5-4,
925,신논현(9),0,"6번출구, 7번출구",1-1,
925,신논현(9),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 8번출구, 9번출구",2-1,
925,신논현(9),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 8번출구, 9번출구",6-1,
925,신논현(9),1,"6번출구, 7번출구",6-4,
924,사평,0,"1번출구, 2번출구",1-1,
924,사평,1,"1번출구, 2번출구",5-4,
924,사평,1,"1번출구, 2번출구",6-1,
923,고속터미널(9),0,"1번출구, 8번출구",4-4,
923,고속터미널(9),0,"2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8-1번출구, 8-2번출구",4-1,
923,고속터미널(9),1,"1번출구, 8번출구",1-1,
923,고속터미널(9),1,"2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-2,
923,고속터미널(9),1,"8-1번출구, 8-2번출구",1-4,
922,신반포,0,"1번출구, 2번출구, 3번출구, 4번출구",4-2,
922,신반포,1,"1번출구, 2번출구, 3번출구, 4번출구",1-3,
921,구반포,0,"1번출구, 2번출구, 3번출구",1-3,
921,구반포,1,"1번출구, 2번출구, 3번출구",4-2,
920,동작(9),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",4-1,
920,동작(9),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-1,
919,흑석,0,"1번출구, 2번출구, 3번출구, 4번출구",3-4,
919,흑석,1,"1번출구, 2번출구, 3번출구, 4번출구",2-1,
918,노들,0,"1번출구, 5번출구",2-1,
918,노들,0,"2번출구, 3번출구, 4번출구",4-2,
918,노들,1,"1번출구, 5번출구",3-4,
918,노들,1,"2번출구, 3번출구, 4번출구",1-3,
917,노량진(9),0,"1번출구, 2번출구, 3번출구, 3-1번출구, 8번출구",4-2,
917,노량진(9),0,"4번출구, 5번출구, 6번출구, 7번출구",1-4,
917,노량진(9),0,"4번출구, 5번출구, 6번출구, 7번출구",2-1,
917,노량진(9),1,"1번출구, 2번출구, 3번출구, 3-1번출구, 8번출구",1-3,
917,노량진(9),1,"4번출구, 5번출구, 6번출구, 7번출구",3-4,
917,노량진(9),1,"4번출구, 5번출구, 6번출구, 7번출구",4-1,
916,샛강,0,"1번출구, 2번출구, 3번출구, 4번출구",1-3,
916,샛강,1,"1번출구, 2번출구, 3번출구, 4번출구",6-2,
916,샛강,1,"1번출구, 2번출구, 3번출구, 4번출구",6-3,
915,"	
여의도(9)",0,"1번출구, 2번출구, 3번출구, 4번출구",1-1,
915,"	
여의도(9)",0,"5번출구, 6번출구",3-1,
915,"	
여의도(9)",1,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
915,"	
여의도(9)",1,"5번출구, 6번출구",2-4,
914,"	
국회의사당",0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구",1-1,
914,"	
국회의사당",1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구",4-4,
913,"	
당산(9)",0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구",1-1,
913,"	
당산(9)",0,"7번출구, 10번출구, 11번출구, 12번출구, 13번출구",2-4,
913,"	
당산(9)",0,"8번출구, 9번출구",5-4,
913,"	
당산(9)",1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구",6-4,
913,"	
당산(9)",1,"7번출구, 10번출구, 11번출구, 12번출구, 13번출구",5-1,
913,"	
당산(9)",1,"8번출구, 9번출구",2-1,
912,선유도,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",2-3,
912,선유도,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",5-2,
912,선유도,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-3,
911,신목동,0,"1번출구, 2번출구, 3번출구",3-1,
911,신목동,1,"1번출구, 2번출구, 3번출구",4-1,
910,염창,0,"1번출구, 2번출구, 3번출구, 4번출구",1-4,
910,염창,1,"1번출구, 2번출구, 3번출구, 4번출구",4-1,
909,등촌,0,"1번출구, 2번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-1,
909,등촌,0,"3번출구, 4번출구",4-4,
909,등촌,1,"1번출구, 2번출구, 5번출구, 6번출구, 7번출구, 8번출구",4-4,
909,등촌,1,"3번출구, 4번출구",1-1,
908,"	
증미",0,"1번출구, 2번출구, 3번출구, 4번출구",4-2,
908,"	
증미",1,"1번출구, 2번출구, 3번출구, 4번출구",1-3,
907,가양,0,"1번출구, 10번출구",1-1,
907,가양,0,"2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",6-4,
907,가양,1,"1번출구, 10번출구",6-4,
907,가양,1,"2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-1,
906,양천향교,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-1,
906,양천향교,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",4-4,
905,마곡나루,0,1번출구,1-2,
905,마곡나루,0,"3번출구, 4번출구, 5번출구, 6번출구",4-4,
905,마곡나루,1,1번출구,4-3,
905,마곡나루,1,"3번출구, 4번출구, 5번출구, 6번출구",1-1,
904,"	
신방화",0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-4,
904,"	
신방화",0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",4-3,
904,"	
신방화",1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",4-1,
904,"	
신방화",1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-2,
903,공항시장,0,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
903,공항시장,1,"1번출구, 2번출구, 3번출구, 4번출구",1-1,
902,김포공항(9),0,"1번출구, 2번출구, 3번출구, 4번출구",2-4,
902,김포공항(9),1,"1번출구, 2번출구, 3번출구, 4번출구",2-4,
901,개화,1,"1번출구, 2번출구",1-1,
901,개화,1,"1번출구, 2번출구",4-4,
K122,양원,0,"1번출구, 2번출구",4-3,
K122,양원,1,"1번출구, 2번출구",5-2,
K121,망우,0,"1번출구, 2번출구, 3번출구",5-1,
K121,망우,1,"1번출구, 2번출구, 3번출구",4-4,
K120,상봉(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",7-3,
K120,상봉(경의중앙),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-1,
K119,중랑,0,"1번출구, 4번출구",1-3,
K119,중랑,0,"2번출구, 3번출구",4-2,
K119,중랑,1,"1번출구, 4번출구",8-2,
K119,중랑,1,"2번출구, 3번출구",5-3,
K118,회기(경의중앙),0,"1번출구, 2번출구",3-3,
K118,회기(경의중앙),1,"1번출구, 2번출구",6-2,
K117,"	
청량리(경의중앙)",0,"1번출구, 2번출구, 3번출구",5-2,
K117,"	
청량리(경의중앙)",1,"1번출구, 2번출구, 3번출구",4-3,
K116,왕십리(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 6-1번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구",2-4,
K116,왕십리(경의중앙),0,"12번출구, 13번출구",4-1,
K116,왕십리(경의중앙),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 6-1번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구",7-1,
K116,왕십리(경의중앙),1,"12번출구, 13번출구",5-4,
K115,응봉,0,1번출구,8-4,
K115,응봉,1,1번출구,1-1,
K114,옥수(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",2-4,
K114,옥수(경의중앙),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-4,
K113,한남,0,1번출구,1-1,
K113,한남,1,1번출구,8-4,
K112,서빙고,0,"1번출구, 2번출구",8-4,
K112,서빙고,1,"1번출구, 2번출구",1-1,
K111,이촌(경의중앙),0,"1번출구, 2번출구, 3번출구, 3-1번출구, 4번출구, 5번출구",4-2,
K111,이촌(경의중앙),0,"1번출구, 2번출구, 3번출구, 3-1번출구, 4번출구, 5번출구",4-3,
K111,이촌(경의중앙),0,"1번출구, 2번출구, 3번출구, 3-1번출구, 4번출구, 5번출구",6-2,
K111,이촌(경의중앙),1,"1번출구, 2번출구, 3번출구, 3-1번출구, 4번출구, 5번출구",3-3,
K111,이촌(경의중앙),1,"1번출구, 2번출구, 3번출구, 3-1번출구, 4번출구, 5번출구",5-2,
K110,용산(경의중앙),0,"1번출구, 2번출구, 3번출구",8-3,
K110,용산(경의중앙),1,"1번출구, 2번출구, 3번출구",1-2,
K110,용산(경의중앙),1,"1번출구, 2번출구, 3번출구",8-3,
K826,효창공원앞(경의중앙),0,"1번출구, 2번출구, 3번출구",2-3,
K826,효창공원앞(경의중앙),0,"4번출구, 5번출구",5-4,
K826,효창공원앞(경의중앙),1,"1번출구, 2번출구, 3번출구, 6번출구",8-2,
K826,효창공원앞(경의중앙),1,"4번출구, 5번출구",4-3,
K312,공덕(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",1-1,
K312,공덕(경의중앙),0,"9번출구, 10번출구",3-1,
K312,공덕(경의중앙),0,"9번출구, 10번출구",3-2,
K312,공덕(경의중앙),0,"9번출구, 10번출구",6-2,
K312,공덕(경의중앙),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",8-4,
K312,공덕(경의중앙),1,"9번출구, 10번출구",3-3,
K312,공덕(경의중앙),1,"9번출구, 10번출구",6-4,
K313,서강대,0,"1번출구, 2번출구",4-1,
K313,서강대,1,"1번출구, 2번출구",5-4,
K314,홍대입구(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 8번출구",1-1,
K314,홍대입구(경의중앙),0,"6번출구, 7번출구",6-4,
K314,홍대입구(경의중앙),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 8번출구",8-4,
K314,홍대입구(경의중앙),1,"6번출구, 7번출구",1-2,
K315,가좌,0,"1번출구, 2번출구, 3번출구, 4번출구",2-1,
K315,가좌,0,"1번출구, 2번출구, 3번출구, 4번출구",5-1,
K315,가좌,1,"1번출구, 2번출구, 3번출구, 4번출구",3-4,
K315,가좌,1,"1번출구, 2번출구, 3번출구, 4번출구",4-4,
K316,디지털미디어시티(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 7번출구",4-4,
K316,디지털미디어시티(경의중앙),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 7번출구, 8번출구, 9번출구",8-4,
K316,디지털미디어시티(경의중앙),0,6번출구,2-3,
K316,디지털미디어시티(경의중앙),0,6번출구,5-2,
K316,디지털미디어시티(경의중앙),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 7번출구, 8번출구, 9번출구",1-1,
K316,디지털미디어시티(경의중앙),1,6번출구,4-3,
K317,수색,0,1번출구,5-3,
K317,수색,1,1번출구,4-1,
K222,복정(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",3-3,
K222,복정(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",6-2,
K221,수서(수인분당),0,"1번출구, 1-1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구",6-1,
K221,수서(수인분당),1,"1번출구, 1-1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구",2-4,
K220,대모산입구,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",5-4,
K220,대모산입구,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",4-1,
K219,개포동,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-4,
K219,개포동,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구",6-1,
K218,구룡,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",3-1,
K218,구룡,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",4-4,
K217,도곡(수인분당),0,"1번출구, 2번출구",5-1,
K217,도곡(수인분당),0,"3번출구, 4번출구",6-4,
K217,도곡(수인분당),1,"1번출구, 2번출구",6-2,
K217,도곡(수인분당),1,"3번출구, 4번출구",4-3,
K216,한티,0,"2번출구, 3번출구, 4번출구, 5번출구, 7번출구, 8번출구",5-3,
K216,한티,1,"2번출구, 3번출구, 4번출구, 5번출구, 7번출구, 8번출구",2-2,
K215,선릉(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",6-3,
K215,선릉(수인분당),0,"5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",5-1,
K215,선릉(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",1-2,
K215,선릉(수인분당),1,"5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",2-4,
K214,선정릉(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",5-4,
K214,선정릉(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",4-1,
K213,강남구청(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구",3-4,
K213,강남구청(수인분당),1,"1번출구, 2번출구, 3번출구, 4번출구",4-1,
K212,압구정로데오,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",4-2,
K212,압구정로데오,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구",5-3,
K211,서울숲,0,"1번출구, 5번출구",3-4,
K211,서울숲,0,"2번출구, 3번출구",6-1,
K211,서울숲,1,"1번출구, 5번출구",6-1,
K211,서울숲,1,"2번출구, 3번출구",3-4,
K210,왕십리(수인분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 6-1번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구",6-4,
K210,왕십리(수인분당),0,"12번출구, 13번출구",5-4,
D10,청계산입구,0,"1번출구, 2번출구",3-1,
D10,청계산입구,1,"1번출구, 2번출구",4-4,
D9,양재시민의숲,0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",4-3,
D9,양재시민의숲,1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구",3-2,
D8,양재(신분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 10번출구, 11번출구, 12번출구",3-2,
D8,양재(신분당),0,"8번출구, 9번출구",6-4,
D8,양재(신분당),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 10번출구, 11번출구, 12번출구",4-3,
D8,양재(신분당),1,"8번출구, 9번출구",1-1,
D7,강남(신분당),0,"1번출구, 2번출구, 3번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구, 12번출구",3-2,
D7,강남(신분당),0,"4번출구, 5번출구",6-4,
D7,강남(신분당),1,"1번출구, 2번출구, 3번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구, 11번출구, 12번출구",4-3,
D7,강남(신분당),1,"4번출구, 5번출구",1-1,
D6,신논현(신분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",2-2,
D6,신논현(신분당),0,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",6-2,
D6,신논현(신분당),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",1-4,
D6,신논현(신분당),1,"1번출구, 2번출구, 3번출구, 4번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구",5-3,
D5,논현(신분당),0,"1번출구, 2번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",2-1,
D5,논현(신분당),0,"3번출구, 4번출구",6-1,
D5,논현(신분당),1,"1번출구, 2번출구, 5번출구, 6번출구, 7번출구, 8번출구, 9번출구, 10번출구",5-4,
D5,논현(신분당),1,"3번출구, 4번출구",1-4,
D4,신사(신분당),0,"1번출구, 5번출구, 6번출구, 7번출구, 8번출구",3-2,
D4,신사(신분당),0,"2번출구, 3번출구, 4번출구",4-3,
D4,신사(신분당),0,"2번출구, 3번출구, 4번출구",4-4,
